car_id,year,complaint_id,image_id,audio_id,is_sick_audio,is_sick_text,is_sick_image
270349,2015,35407,22736,,,0,1
113874,2016,73756,25270,,,0,1
296936,2016,155521,23401,,,0,1
28799,2016,144477,24104,,,0,1
91210,2017,151588,24084,,,0,1
94067,2017,70362,,123,1,0,
60484,2017,119857,16338,,,0,1
1671,2018,8295,18487,,,0,1
66959,2018,143216,16541,,,0,1
103320,2018,66697,24259,,,0,1
238760,2020,79742,19583,,,0,1
141303,2021,62689,24743,,,0,1
179621,2021,133584,23519,,,0,1
131114,2022,106036,21403,,,0,1
252096,2022,149857,28331,,,0,1
224349,2022,142976,263,258,1,0,0
149659,2025,54,18953,,,0,1
17303,2000,62789,19091,,,0,1
135863,2000,35614,22886,,,0,1
159584,2000,120256,17470,,,0,1
93996,2000,133563,23054,,,0,1
211971,2001,6588,23731,,,0,1
248055,2002,151197,19629,,,0,1
263701,2002,7709,16682,157,1,0,0
218166,2002,63190,20660,,,0,1
182300,2003,105944,19099,,,0,1
220413,2004,57441,17295,,,0,1
31898,2005,35170,160,1131,1,0,0
270913,2005,79876,23193,,,0,1
29099,2006,77956,24711,,,0,1
222104,2007,63488,23895,,,0,1
229125,2008,133327,28846,,,0,1
276675,2010,66925,25371,,,0,1
33922,2010,108041,27396,,,0,1
154757,2010,133306,26367,,,0,1
260297,2010,140271,26361,,,0,1
107493,2011,156088,29313,,,0,1
267727,2012,151528,22647,,,0,1
8690,2012,139952,29491,,,0,1
254542,2013,6255,20138,,,0,1
140217,2014,144442,26986,,,0,1
177281,2014,57327,24211,,,0,1
252173,2015,63288,28944,,,0,1
235525,2015,8151,27050,,,0,1
53505,2018,151479,17181,,,0,1
3824,2018,62642,24283,,,0,1
86544,2019,57559,28908,,,0,1
251344,2019,6446,22100,,,0,1
5383,2022,73929,24911,,,0,1
106626,2022,78180,29520,,,0,1
297402,2024,35604,24102,,,0,1
31147,2024,149922,29387,,,0,1
229632,2001,106130,16506,,,0,1
176998,2002,133170,21474,,,0,1
211250,2003,140255,28743,,,0,1
18181,2005,108929,29738,,,0,1
283473,2006,6382,28478,,,0,1
201521,2007,119768,327,1126,1,0,0
48550,2007,133185,19876,,,0,1
228386,2009,149551,18472,,,0,1
208361,2009,63195,17459,,,0,1
182869,2011,36021,4264,,,1,0
55098,2013,,296,855,1,,0
263558,2013,62918,26491,,,0,1
208450,2013,63101,19171,,,0,1
13404,2015,149355,21419,,,0,1
181351,2015,7966,17896,,,0,1
230253,2015,144350,,204,1,0,
133087,2016,106026,27787,,,0,1
278273,2017,78060,16596,,,0,1
269330,2017,6313,26013,,,0,1
278492,2017,149400,23142,,,0,1
195998,2019,108859,21672,,,0,1
132140,2019,63264,20282,,,0,1
67009,2020,107967,19361,,,0,1
214145,2021,107536,23381,,,0,1
218011,2021,106203,29917,,,0,1
16162,2021,8383,26160,,,0,1
47553,2022,6558,21112,,,0,1
95796,2022,106250,19333,,,0,1
155271,2023,143613,26590,,,0,1
205165,2023,143073,19208,,,0,1
208800,2024,143435,27464,,,0,1
284681,2024,107890,28890,,,0,1
148578,2024,6835,28569,,,0,1
260075,2025,63438,26757,,,0,1
86371,2002,108690,19219,,,0,1
246336,2003,35410,20657,,,0,1
72055,2004,151509,28408,,,0,1
71902,2004,140362,20001,,,0,1
38766,2005,578,25421,,,0,1
110099,2006,78127,19151,,,0,1
213412,2008,143015,17442,,,0,1
214224,2009,149906,28188,,,0,1
25016,2010,140336,28994,,,0,1
203001,2012,8248,22460,,,0,1
295804,2012,143060,18677,,,0,1
250337,2012,66913,25227,,,0,1
25557,2013,66979,20964,,,0,1
267040,2013,78302,18669,,,0,1
295271,2014,70639,600,,,0,1
160309,2015,106204,30112,,,0,1
284650,2015,78352,27196,,,0,1
139836,2016,78831,18285,,,0,1
43643,2016,151136,18842,,,0,1
203959,2017,156097,22945,,,0,1
55742,2017,108921,20163,,,0,1
158677,2018,80005,24127,,,0,1
157191,2019,144962,22563,,,0,1
289946,2019,57254,25418,,,0,1
275563,2020,151327,17545,,,0,1
182544,2021,73575,18046,,,0,1
287667,2021,79705,28115,,,0,1
110028,2022,133766,29604,,,0,1
181823,2024,139938,16632,,,0,1
13181,2024,108891,22903,,,0,1
256221,2024,35265,17333,,,0,1
255691,2025,144963,29610,,,0,1
14727,2025,70501,26674,,,0,1
77473,2000,107816,20398,,,0,1
14306,2000,62659,24809,,,0,1
250139,2002,70916,19942,,,0,1
110741,2002,63329,24092,,,0,1
160908,2003,143141,16713,,,0,1
235884,2003,78802,20377,,,0,1
11881,2004,35769,18583,,,0,1
73718,2004,78605,24071,,,0,1
189185,2005,6681,28864,,,0,1
32495,2009,78872,16782,,,0,1
164635,2009,57011,,350,1,0,
236269,2010,108813,20070,,,0,1
222273,2011,78739,17705,,,0,1
255172,2011,8476,2425,,,1,0
6204,2012,144417,17900,,,0,1
267996,2012,70820,29166,,,0,1
109955,2013,57618,20914,,,0,1
48230,2013,62587,27808,,,0,1
135702,2014,79397,,1097,1,0,
290852,2015,144383,28258,,,0,1
278040,2015,107889,22463,,,0,1
42631,2017,7831,24276,,,0,1
85133,2017,184,21206,,,0,1
230338,2017,107708,28643,,,0,1
26384,2018,143524,20036,,,0,1
178972,2019,62662,29255,,,0,1
262227,2021,73688,18312,,,0,1
291118,2022,653,22786,,,0,1
32819,2024,70795,25444,,,0,1
31661,2024,105887,16230,427,1,0,1
23469,2025,119732,,1384,1,0,
292716,2025,74063,25026,,,0,1
270992,2025,120226,20759,,,0,1
76046,2000,140432,23424,,,0,1
103272,2000,57475,26851,,,0,1
289380,2002,6664,26244,,,0,1
246205,2002,109177,27844,,,0,1
225057,2003,140319,25065,,,0,1
214837,2003,108567,25714,,,0,1
299941,2004,140327,26382,,,0,1
137777,2007,6512,24435,,,0,1
272594,2008,267,25447,,,0,1
111365,2008,139861,24315,,,0,1
62577,2011,151426,22805,,,0,1
201218,2012,78977,27655,,,0,1
271382,2012,62559,16434,,,0,1
213690,2012,63428,17478,,,0,1
253481,2013,66545,18163,,,0,1
24709,2013,120070,19956,,,0,1
161024,2015,63733,4277,,,1,0
105431,2015,77949,26636,,,0,1
39830,2015,120406,29884,,,0,1
249849,2016,63450,18094,,,0,1
78005,2017,6608,17289,,,0,1
166378,2017,106006,19017,,,0,1
69744,2019,79052,28620,,,0,1
265069,2020,108000,27479,,,0,1
284849,2021,73924,23761,,,0,1
93231,2021,79644,19967,,,0,1
66497,2021,140378,20801,,,0,1
105717,2022,62693,16494,,,0,1
209046,2022,140284,27093,,,0,1
154332,2023,57072,17892,,,0,1
95485,2025,107813,25058,,,0,1
269643,2025,106353,23200,,,0,1
53360,2000,120005,21292,,,0,1
37952,2003,66921,25361,,,0,1
259953,2003,108687,16920,,,0,1
299189,2003,6364,17612,,,0,1
43206,2003,63391,25964,,,0,1
147398,2005,133743,22215,,,0,1
3942,2008,151613,24575,,,0,1
78239,2008,63523,25292,,,0,1
160320,2009,139813,,210,1,0,
59276,2009,57661,29800,,,0,1
204753,2010,79531,17464,,,0,1
106851,2010,35156,,985,1,0,
218595,2011,144717,24525,,,0,1
245743,2011,79641,26915,,,0,1
226822,2011,63186,16382,,,0,1
119880,2012,107742,19669,,,0,1
76965,2013,66375,,442,1,0,
294115,2013,35220,,682,1,0,
210421,2013,149588,22189,,,0,1
257346,2014,6302,20249,,,0,1
270739,2014,57053,22188,,,0,1
67526,2014,144919,26123,,,0,1
158394,2014,120109,20664,,,0,1
110206,2015,140188,25639,,,0,1
60315,2016,57205,18790,,,0,1
188765,2016,133440,21280,,,0,1
1206,2018,120324,18591,,,0,1
255095,2019,108537,,828,1,0,
236689,2019,6808,29448,,,0,1
215106,2019,70491,26443,,,0,1
159174,2022,63019,,484,1,0,
163849,2023,144640,642,,,1,0
234434,2023,57334,19370,,,0,1
130043,2001,73661,16905,,,0,1
113198,2001,63515,28117,,,0,1
210264,2001,143373,29987,,,0,1
191515,2001,133677,25601,,,0,1
79082,2003,149637,29992,,,0,1
202619,2004,8473,28907,,,0,1
108296,2004,70724,22515,,,0,1
54893,2005,151559,26170,,,0,1
11848,2005,62787,18941,,,0,1
36156,2007,108767,16507,,,0,1
43794,2008,57239,23480,,,0,1
34083,2009,120267,23104,,,0,1
225570,2010,109019,23340,,,0,1
168934,2013,70813,18120,,,0,1
259189,2014,151584,27088,,,0,1
157962,2016,78103,24491,,,0,1
239484,2017,74209,27875,,,0,1
264948,2018,144766,25489,,,0,1
3669,2019,120034,25722,,,0,1
56197,2019,57304,27615,,,0,1
109525,2019,35468,28055,,,0,1
72933,2020,143609,24867,,,0,1
208235,2020,57366,26054,,,0,1
74080,2022,120444,30078,,,0,1
118202,2023,155537,17812,,,0,1
84779,2023,108851,19649,,,0,1
158639,2025,35481,24656,,,0,1
25984,2025,140335,19416,,,0,1
49237,2000,144593,18385,,,0,1
197484,2001,109027,29986,,,0,1
103282,2003,119836,27971,,,0,1
220506,2003,79431,146,1140,1,0,0
164817,2003,155751,22823,,,0,1
166164,2003,139867,22648,,,0,1
118626,2004,7840,17769,,,0,1
176409,2005,66640,18006,,,0,1
111284,2006,139828,,540,1,0,
290992,2006,66777,24413,,,0,1
52488,2007,143069,24774,,,0,1
196896,2007,8257,18130,,,0,1
206992,2007,149567,24652,,,0,1
39547,2008,108065,22225,,,0,1
29329,2009,57221,29625,,,0,1
140399,2009,105912,,714,1,0,
205571,2009,133222,24734,,,0,1
12220,2011,144790,26720,,,0,1
283367,2012,108424,8861,,,1,0
247865,2014,108053,21741,,,0,1
218068,2015,62660,24647,,,0,1
174248,2017,108957,22090,,,0,1
185155,2017,57285,18413,,,0,1
99319,2018,70754,24599,,,0,1
294766,2018,58038,10275,,,1,0
96762,2021,131,29617,,,0,1
196512,2021,80142,29365,,,0,1
157031,2022,120203,24089,,,0,1
284108,2022,139993,26657,,,0,1
173708,2023,507,24134,,,0,1
20820,2023,63556,28416,,,0,1
250866,2023,155875,21510,,,0,1
175957,2024,74094,25412,,,0,1
159952,2024,106128,28934,,,0,1
74529,2025,62761,21342,,,0,1
128018,2025,77876,17413,,,0,1
99145,2025,144988,28072,,,0,1
199115,2000,149729,29331,,,0,1
137216,2001,143101,16898,,,0,1
166352,2001,35744,23020,,,0,1
264876,2003,139833,17056,1258,1,0,1
212028,2003,57584,25780,,,0,1
293936,2003,107689,27726,,,0,1
217442,2004,8364,28228,,,0,1
24942,2004,82,17343,,,0,1
270511,2004,149535,29188,,,0,1
63638,2004,133345,20309,,,0,1
239745,2006,456,21983,,,0,1
160198,2009,183,19532,,,0,1
205709,2009,63179,28320,,,0,1
98094,2009,140273,18240,,,0,1
190279,2011,71067,3168,,,0,1
169550,2012,43,17790,,,0,1
226286,2012,73764,16522,,,0,1
22407,2012,461,26522,,,0,1
273263,2013,119864,17747,,,0,1
52931,2013,149830,20536,,,0,1
2359,2014,78763,24087,,,0,1
265691,2014,80078,20006,,,0,1
97409,2014,133454,19290,,,0,1
133524,2015,79015,28441,,,0,1
130624,2016,79632,16350,,,0,1
151661,2016,70515,16661,,,0,1
214905,2017,73621,16317,,,0,1
246721,2018,133326,18814,,,0,1
1583,2018,70862,24452,,,0,1
112970,2019,121,23113,,,0,1
210330,2019,6458,25602,,,0,1
279869,2019,144577,26297,,,0,1
48759,2019,57378,27122,,,0,1
62942,2020,143098,25125,,,0,1
195014,2020,78975,26309,,,0,1
186050,2021,80073,19943,,,0,1
12070,2021,149319,24446,,,0,1
103765,2021,8403,29970,,,0,1
196817,2022,35182,183,598,1,0,0
87496,2022,66654,26965,,,0,1
117774,2024,105926,23192,,,0,1
148149,2024,66771,23035,,,0,1
42243,2025,149460,19128,,,0,1
263659,2001,119921,26233,,,0,1
52278,2001,151338,25271,,,0,1
73473,2002,133697,28741,,,0,1
266630,2003,6338,16521,,,0,1
261934,2004,35439,18894,,,0,1
187554,2005,144571,28584,,,0,1
229056,2006,63568,20523,,,0,1
229839,2006,107646,24074,,,0,1
282192,2007,107535,18394,,,0,1
127548,2007,73892,17065,,,0,1
154830,2007,149735,29736,,,0,1
114990,2009,209,17256,,,0,1
269298,2009,149786,19482,,,0,1
252040,2009,78276,26740,,,0,1
204364,2009,144432,21136,,,0,1
107532,2009,157,20342,,,0,1
142935,2010,63506,27754,,,0,1
116580,2010,151261,24469,,,0,1
21792,2012,144412,21032,,,0,1
227975,2012,80758,14997,,,1,0
36087,2012,143599,29961,,,0,1
70211,2013,57674,27538,,,0,1
76597,2013,151280,21509,,,0,1
133480,2014,35272,16450,,,0,1
97943,2014,108886,27170,,,0,1
14986,2014,149314,22834,,,0,1
272221,2014,6438,24992,,,0,1
116193,2015,144685,17029,,,0,1
102947,2015,77877,24245,,,0,1
224866,2016,7853,19554,,,0,1
211093,2016,139958,27347,,,0,1
118481,2016,78745,18610,,,0,1
173931,2021,57578,19872,,,0,1
68130,2025,79683,29833,,,0,1
