index,car_id,problem_category
68874,40808,engine
68880,12824,tires
68881,2344,engine
68884,274840,engine
68888,186679,power train
68900,266545,electrical system
68905,196072,electrical system
68910,154670,electrical system
68924,112675,steering
68929,16640,steering
68932,280078,engine
68948,209092,power train
68955,146181,engine
68956,40649,forward collision avoidance
68958,235912,steering
68971,274230,steering
68973,268402,electrical system
68975,71886,electrical system
68978,229176,electrical system
68985,52478,fuel/propulsion system
68994,86614,structure
68995,25438,engine
69005,246819,engine and engine cooling
69012,142935,exterior lighting
69017,256216,engine
69031,170250,forward collision avoidance
69033,37214,electrical system
69036,63495,visibility/wiper
69044,159144,steering
69065,11721,structure
69068,101570,engine
69069,147631,service brakes
69077,121257,electrical system
69084,262057,engine
69088,7069,service brakes
69094,71246,steering
69096,149359,power train
69100,149739,engine
69104,116884,power train
69105,97331,engine and engine cooling
69107,122110,power train
69124,29692,service brakes
69129,64492,electrical system
69130,156056,back over prevention
69134,182559,steering
69138,216039,engine and engine cooling
69144,146553,visibility/wiper
69146,135552,steering
69150,253065,electrical system
69153,19518,seat belts
69162,221896,electrical system
69165,90641,air bags
69167,238998,electrical system
69244,153006,steering
69245,251034,electrical system
69255,219509,engine and engine cooling
69260,49659,electrical system
69263,44633,electrical system
69264,285696,structure
69269,258829,power train
69272,278394,power train
69277,11624,structure
69287,251000,electrical system
69293,123431,exterior lighting
69314,275183,wheels
69322,213836,vehicle speed control
69328,244182,power train
69342,147216,engine
69350,291765,electrical system
69359,32849,engine
69364,219335,steering
69376,179274,engine
69395,283129,exterior lighting
69398,187692,service brakes
69399,285698,electrical system
69401,253899,service brakes
69407,80913,structure
69410,217271,fuel system
69422,107095,engine
69423,54321,seat belts
69429,139309,engine
69430,77161,steering
69446,37838,service brakes
69447,132104,exterior lighting
69449,15534,electrical system
69459,146966,service brakes
69464,135596,steering
69473,23136,power train
69480,225719,forward collision avoidance
69484,265916,power train
69494,17911,engine
69500,297374,forward collision avoidance
69506,152277,electrical system
69509,280410,steering
69510,145753,back over prevention
69520,278096,power train
69521,146481,power train
69525,44973,engine
69551,120572,service brakes
69555,34349,engine
69574,218239,engine
69580,111913,engine
69597,10544,air bags
69608,110348,engine and engine cooling
69612,151711,engine
69618,289456,air bags
69619,2971,power train
69624,78640,structure
69636,125788,service brakes
69658,108418,engine and engine cooling
69672,37504,power train
69681,99789,engine
69688,23226,electrical system
69693,161275,vehicle speed control
69694,14728,electrical system
69701,249554,engine
69706,122111,power train
69710,281411,exterior lighting
69718,203577,power train
69723,259479,engine and engine cooling
69729,269072,power train
69740,173873,power train
69746,236228,vehicle speed control
69747,81498,power train
69752,128146,engine and engine cooling
69756,260173,exterior lighting
69778,149823,structure
69779,151887,steering
69785,106986,power train
69788,253548,structure
69813,26925,structure
69816,131343,vehicle speed control
69818,109528,power train
69824,138749,engine
69844,245309,power train
69845,238035,power train
69848,236932,power train
69863,217101,power train
69884,224463,air bags
69889,246205,service brakes
69891,118687,air bags
69895,295502,steering
69902,16924,vehicle speed control
69908,5728,forward collision avoidance
69915,280427,electrical system
69916,230374,structure
69927,259951,service brakes
69939,38709,service brakes
69943,180194,seat belts
69948,268718,exterior lighting
69961,164611,electrical system
69972,205785,electrical system
69974,248650,exterior lighting
69982,266398,electrical system
69987,275833,vehicle speed control
69994,126810,forward collision avoidance
69995,250523,service brakes
70008,269527,engine
70009,162565,fuel system
70011,86784,engine
70025,223057,power train
70030,176300,suspension
70037,47899,electrical system
70045,195998,service brakes
70057,87341,forward collision avoidance
70084,108010,exterior lighting
70095,265606,steering
70099,191695,steering
70102,267062,electrical system
70132,30469,power train
70141,12626,fuel system
70145,218949,fuel/propulsion system
70149,173797,service brakes
70151,246380,engine
70165,107038,electrical system
70175,32400,forward collision avoidance
70176,78746,wheels
70180,50498,electrical system
70181,248166,engine
70191,42251,power train
70195,289697,service brakes
70197,278712,electrical system
70215,55078,tires
70218,265369,engine
70225,154543,power train
70236,148662,visibility/wiper
70243,218937,vehicle speed control
70247,71354,electrical system
70256,179224,structure
70264,248690,power train
70273,168841,power train
70290,117341,power train
70291,265470,steering
70299,56470,engine
70301,216972,electrical system
70312,53264,tires
70316,13404,visibility
70319,103077,engine
70327,226863,electrical system
70331,263328,service brakes
70333,214474,engine
70363,226068,power train
70372,52278,visibility/wiper
70375,285365,exterior lighting
70382,210588,air bags
70398,33365,structure
70400,145689,air bags
70403,22213,engine
70415,240971,vehicle speed control
70418,5967,visibility/wiper
70423,69228,engine
70431,178170,structure
70432,14822,seat belts
70445,168419,service brakes
70448,60653,visibility/wiper
70456,201312,power train
70464,176711,air bags
70471,122163,power train
70473,42315,steering
70494,222059,steering
70502,42140,forward collision avoidance
70507,120713,structure
70550,222839,electrical system
70556,192623,steering
70559,198253,suspension
70562,3242,tires
70566,224564,air bags
70568,135834,power train
70569,93635,power train
70585,119955,electrical system
70600,292547,power train
70605,251008,forward collision avoidance
70638,268357,engine and engine cooling
70646,272961,vehicle speed control
70652,190204,electrical system
70653,295146,engine
70668,98666,power train
70672,176379,visibility
70678,279485,engine
70682,105525,visibility
70683,86960,visibility
70684,61254,engine
70685,2790,steering
70694,223347,power train
70695,251920,power train
70696,240278,power train
70697,42544,vehicle speed control
70708,154083,engine
70711,115958,electrical system
70716,232580,steering
70724,216089,service brakes
70731,209606,structure
70734,220552,service brakes
70743,225189,tires
70752,154551,electrical system
70753,281275,exterior lighting
70754,180062,air bags
70757,161024,exterior lighting
70759,60325,steering
70769,152834,power train
70775,195399,air bags
70781,275789,tires
70783,86337,vehicle speed control
70793,184493,steering
70795,266065,electrical system
70796,260039,engine
70810,269661,structure
70824,272778,engine
70825,201398,electrical system
70827,81565,tires
70835,161539,visibility
70839,298444,steering
70858,105788,fuel system
70866,148,power train
70868,185977,vehicle speed control
70896,295831,electrical system
70908,155979,engine
70909,232353,engine
70910,181027,engine
70936,220958,power train
70940,58591,structure
70942,36525,engine
70946,238080,electrical system
70965,163775,power train
70971,34942,steering
70973,281200,engine
70977,115291,visibility
70987,982,engine
71003,2826,electrical system
71013,156844,back over prevention
71021,44904,electrical system
71022,181025,steering
71036,199266,air bags
71038,149439,engine
71043,74915,engine and engine cooling
71047,188445,electrical system
71049,68932,lane departure
71051,90370,electrical system
71055,217305,electrical system
71073,259660,engine
71081,232160,power train
71084,174096,exterior lighting
71085,281253,electrical system
71087,92239,structure
71095,275348,exterior lighting
71096,60614,service brakes
71114,174813,electrical system
71124,116730,power train
71143,31943,air bags
71160,178835,steering
71169,193187,structure
71193,29516,forward collision avoidance
71201,132772,service brakes
71212,25619,structure
71214,184193,service brakes
71216,164417,engine
71226,99161,power train
71233,235883,engine
71244,289525,engine
71248,13311,air bags
71270,45424,suspension
71279,230329,electrical system
71286,29748,engine and engine cooling
71293,96978,power train
71295,93941,electrical system
71304,72664,exterior lighting
71307,264730,steering
71308,230463,service brakes
71309,208898,engine
71310,98926,power train
71322,100391,engine
71335,234344,engine
71340,165108,engine
71341,109953,engine and engine cooling
71343,281838,vehicle speed control
71345,81609,power train
71358,160091,electrical system
71376,111684,power train
71382,269731,electrical system
71393,126142,fuel/propulsion system
71401,23905,electrical system
71407,96467,engine and engine cooling
71409,139521,engine
71419,64102,power train
71444,139549,vehicle speed control
71452,148646,electrical system
71457,21276,power train
71459,297165,forward collision avoidance
71470,76865,steering
71476,132362,exterior lighting
71478,293415,power train
71480,246483,power train
71490,294985,structure
71492,8348,service brakes
71498,67759,visibility
71500,215085,power train
71519,151694,fuel/propulsion system
71520,32464,fuel system
71525,90776,engine
71531,14307,air bags
71537,170295,vehicle speed control
71538,221756,forward collision avoidance
71543,258617,power train
71554,77609,power train
71559,247403,engine
71562,66596,power train
71582,239745,air bags
71585,242847,vehicle speed control
71588,75907,vehicle speed control
71603,146616,engine
71625,96056,air bags
71638,207499,steering
71645,131752,electrical system
71648,229700,tires
71657,206676,electrical system
71661,145147,service brakes
71669,61492,air bags
71700,16135,electrical system
71701,232816,power train
71712,28957,power train
71727,207722,vehicle speed control
71729,193066,service brakes
71737,235506,engine
71742,130789,engine
71748,156947,vehicle speed control
71756,66091,power train
71761,182515,engine
71778,276156,engine
71782,279967,power train
71785,67971,vehicle speed control
71802,64952,steering
71814,5013,service brakes
71815,34260,electrical system
71819,221701,steering
71826,133756,engine
71840,229744,power train
71849,282268,power train
71870,263722,engine and engine cooling
71878,151632,service brakes
71885,293497,power train
71915,13191,engine
71923,295702,power train
71926,226160,engine
71928,174874,service brakes
71953,191523,engine and engine cooling
71956,280829,steering
71964,138772,steering
71975,42589,power train
71982,175960,fuel/propulsion system
71987,273599,power train
71992,233407,forward collision avoidance
71997,95721,visibility
72011,282602,electrical system
72013,18624,electrical system
72014,190379,power train
72017,246888,exterior lighting
72020,142881,engine
72022,276329,power train
72025,122682,power train
72028,84720,steering
72034,129577,engine
72044,196896,electrical system
72048,241916,electrical system
72050,293800,electrical system
72053,218735,air bags
72057,60169,vehicle speed control
72062,182022,visibility/wiper
72070,38061,forward collision avoidance
72073,86880,service brakes
72079,145376,lane departure
72095,31036,tires
72099,175696,air bags
72102,200017,forward collision avoidance
72104,57797,engine
72118,192099,power train
72128,250456,engine
72132,240567,forward collision avoidance
72159,249573,steering
72174,112139,seat belts
72189,169161,electrical system
72194,80860,tires
72197,144185,power train
72198,265935,power train
72207,124053,power train
72212,92334,engine
72214,56207,steering
72220,257309,engine
72224,46337,forward collision avoidance
72243,259211,vehicle speed control
72267,164397,electrical system
72270,60262,electrical system
72276,273586,electrical system
72292,287671,electrical system
72312,170326,structure
72317,76698,visibility
72321,182490,power train
72328,45171,engine
72335,282753,fuel/propulsion system
72339,243588,steering
72341,28097,steering
72348,223484,engine
72349,285185,electrical system
72366,155196,engine
72368,216322,back over prevention
72369,21438,engine
72374,279904,engine
72379,292027,engine
72391,257053,structure
72406,68413,electrical system
72410,218190,service brakes
72412,204184,air bags
72424,284685,power train
72426,161292,service brakes
72428,187056,structure
72439,155144,engine
72449,18625,power train
72454,30135,power train
72465,118014,power train
72472,250810,service brakes
72474,273697,vehicle speed control
72503,29989,structure
72504,118828,electrical system
72506,109256,service brakes
72513,126384,engine
72517,13774,engine
72524,235195,fuel system
72532,248607,visibility/wiper
72539,9101,fuel system
72547,200354,electrical system
72556,251624,fuel system
72563,45906,electrical system
72568,16097,electrical system
72570,99012,service brakes
72588,133768,engine
72600,99837,electrical system
72601,256239,lane departure
72604,94381,power train
72606,144514,exterior lighting
72621,2142,electrical system
72623,100354,power train
72630,247131,engine and engine cooling
72639,71671,exterior lighting
72649,30545,electrical system
72657,224704,engine and engine cooling
72659,173669,service brakes
72660,124889,service brakes
72664,257903,structure
72670,236387,electrical system
72677,286457,service brakes
72685,167383,power train
72692,118685,vehicle speed control
72693,108924,electrical system
72697,63167,electrical system
72707,259835,engine
72713,12651,steering
72720,235155,service brakes
72721,186296,steering
72725,111003,steering
72730,199817,electrical system
72735,286579,air bags
72740,279531,electrical system
72749,84244,forward collision avoidance
72775,47170,electrical system
72799,183476,service brakes
72803,148965,steering
72804,199146,engine
72807,143765,power train
72814,124145,electrical system
72826,287375,electrical system
72851,128353,electrical system
72866,294455,seats
72868,284538,electrical system
72873,189495,engine
72875,157853,visibility/wiper
72887,145474,engine
72888,164840,power train
72899,281317,exterior lighting
72900,294303,electrical system
72934,147531,latches/locks/linkages
72940,265488,engine
72942,28480,engine
72966,238735,forward collision avoidance
72971,34108,steering
72978,224137,seats
72990,217705,wheels
73049,190453,engine
73073,70075,steering
73076,92736,air bags
73084,287586,engine
73099,284650,lane departure
73101,229285,structure
73105,295847,suspension
73112,221212,power train
73119,33483,engine
73138,148324,engine and engine cooling
73145,286216,electrical system
73151,264974,vehicle speed control
73165,284347,steering
73169,70061,fuel system
73172,160423,power train
73178,44105,steering
73180,48654,power train
73188,140721,engine and engine cooling
73200,88634,engine
73204,252379,electrical system
73205,70320,engine
73218,241729,power train
73224,37071,power train
73234,215980,electrical system
73236,166352,engine
73240,67338,fuel/propulsion system
73241,9956,engine
73244,201857,service brakes
73245,232809,electrical system
73252,111868,air bags
73254,94145,engine
73255,1100,power train
73259,114351,air bags
73273,178429,structure
73284,250945,electrical system
73285,187459,seat belts
73286,241675,forward collision avoidance
73300,185621,engine and engine cooling
73309,152172,seats
73311,9441,service brakes
73314,208509,electrical system
73330,9972,electrical system
73343,52699,forward collision avoidance
73345,216342,engine
73348,208570,seat belts
73350,86444,power train
73360,244481,power train
73362,182323,forward collision avoidance
73368,245790,power train
73371,228828,engine
73401,151201,forward collision avoidance
73422,218237,electrical system
73437,247453,engine
73444,4623,vehicle speed control
73457,247874,engine
73459,156940,engine
73460,86776,steering
73468,157781,power train
73482,163597,seat belts
73490,287568,power train
73491,76094,electrical system
73499,223100,power train
73506,140290,engine
73507,180593,suspension
73511,123153,power train
73531,253211,service brakes
73535,55434,engine
73560,287114,fuel/propulsion system
73582,187667,electrical system
73592,13896,engine
73596,279751,structure
73602,66550,electrical system
73614,9524,engine and engine cooling
73627,55293,service brakes
73633,178160,power train
73663,4622,electrical system
73667,283362,service brakes
73677,280922,structure
73679,43720,power train
73688,213406,engine
73693,55416,power train
73711,35834,engine
73721,90683,power train
73739,279780,electrical system
73743,27906,steering
73744,235481,electrical system
73747,186233,structure
73749,128440,fuel/propulsion system
73750,104962,structure
73751,53929,electrical system
73767,19649,electrical system
73776,166236,electrical system
73780,183440,air bags
73783,53580,service brakes
73795,100690,electrical system
73801,41888,visibility
73803,247165,electrical system
73805,270771,power train
73815,49504,electrical system
73817,91967,fuel system
73826,211271,latches/locks/linkages
73837,67818,power train
73857,115223,engine
73863,85018,fuel/propulsion system
73878,86738,electrical system
73882,35655,power train
73887,228769,air bags
73904,125749,fuel/propulsion system
73909,252036,engine and engine cooling
73913,66030,engine
73916,69142,engine and engine cooling
73917,127121,power train
73925,132956,electrical system
73928,53986,equipment
73938,225299,visibility/wiper
73952,107130,electrical system
73953,226164,fuel/propulsion system
73958,195696,power train
73964,6124,power train
73969,199501,electrical system
73978,2359,latches/locks/linkages
73982,296313,power train
73984,216237,service brakes
73993,43519,engine and engine cooling
74008,18010,power train
74011,64074,electrical system
74014,75926,vehicle speed control
74016,44214,electrical system
74017,108209,power train
74018,211599,engine
74053,245229,engine and engine cooling
74054,286815,service brakes
74055,222969,electrical system
74069,113187,engine
74079,25235,fuel system
74080,147550,electrical system
74083,81651,visibility/wiper
74097,77394,steering
74100,46511,service brakes
74108,190510,wheels
74109,17354,structure
74111,228702,structure
74115,294219,electrical system
74120,120507,electrical system
74121,276025,air bags
74122,113045,visibility
74132,130674,engine
74134,259470,air bags
74140,57062,engine
74145,17255,steering
74165,230801,power train
74168,84415,seat belts
74169,135985,electrical system
74173,265099,electrical system
74174,44037,power train
74183,224530,structure
74205,290101,air bags
74207,46827,exterior lighting
74209,272700,engine
74232,103061,visibility/wiper
74236,20131,service brakes
74237,247525,steering
74252,266009,electrical system
74253,257660,engine
74259,61082,electrical system
74275,262739,exterior lighting
74284,182822,tires
74306,84738,power train
74310,166390,fuel system
74313,200411,fuel/propulsion system
74330,237150,electrical system
74341,222440,power train
74348,93076,engine and engine cooling
74355,190061,engine
74372,295269,engine
74374,25141,service brakes
74375,167711,electrical system
74379,63700,vehicle speed control
74392,227220,electrical system
74404,85133,air bags
74415,126235,power train
74419,239316,steering
74427,184046,electrical system
74430,24649,electrical system
74431,34717,engine
74465,830,power train
74466,172606,engine
74486,82728,structure
74489,118667,engine
74492,169591,engine
74498,11585,engine
74501,229820,suspension
74503,137899,engine
74512,93045,fuel system
74519,232266,electrical system
74526,105015,air bags
74536,91973,engine
74554,83558,engine
74563,81830,power train
74583,232582,service brakes
74586,251007,engine
74587,237635,vehicle speed control
74589,286755,steering
74612,89773,steering
74616,58187,power train
74619,83639,vehicle speed control
74623,201639,electrical system
74628,272181,vehicle speed control
74633,214723,power train
74636,216735,air bags
74651,84132,electrical system
74655,272943,engine
74660,139463,suspension
74678,71275,power train
74680,81415,power train
74688,72933,tires
74709,101222,power train
74712,17179,power train
74719,41023,air bags
74729,190397,air bags
74731,119710,power train
74746,203846,steering
74751,72449,vehicle speed control
74754,67119,air bags
74765,203965,power train
74767,239568,exterior lighting
74771,150932,lane departure
74775,274264,electrical system
74776,277003,engine
74781,195273,steering
74785,38102,electrical system
74791,291095,electrical system
74796,85767,electrical system
74799,26672,wheels
74805,64299,electrical system
74811,292759,equipment
74814,5218,wheels
74820,178877,engine and engine cooling
74827,158639,engine
74836,176716,engine
74840,92147,service brakes
74856,90165,electrical system
74865,117087,engine
74881,35413,power train
74885,229858,electrical system
74897,20499,structure
74900,284431,fuel system
74914,263327,engine and engine cooling
74921,165826,engine
74926,268387,electrical system
74940,3328,electrical system
74950,2598,electrical system
74953,23046,seat belts
74991,196334,engine
75003,88502,electrical system
75009,281820,visibility/wiper
75012,12720,fuel system
75013,2963,electrical system
75027,227264,visibility/wiper
75032,124206,engine
75033,173324,steering
75035,163987,electrical system
75039,257680,engine
75054,22329,service brakes
75065,173068,engine and engine cooling
75071,140306,electrical system
75073,206509,service brakes
75076,262950,engine
75086,170937,engine
75089,274749,power train
75092,128405,electrical system
75104,60650,power train
75106,144734,structure
75116,117960,electrical system
75123,131749,electrical system
75126,252638,power train
75129,188728,electrical system
75133,82571,power train
75140,14219,electrical system
75153,284206,steering
75159,220878,power train
75173,279913,engine and engine cooling
75176,102677,steering
75180,45543,power train
75189,151305,forward collision avoidance
75193,212792,forward collision avoidance
75195,129206,steering
75196,223614,suspension
75198,50277,vehicle speed control
75202,207839,engine
75203,188765,structure
75223,633,seats
75238,120025,seat belts
75243,186849,power train
75248,191515,structure
75267,240473,electrical system
75285,31360,power train
75308,50856,engine
75310,237922,power train
75320,124463,engine and engine cooling
75323,262227,fuel/propulsion system
75329,29579,electrical system
75346,211320,forward collision avoidance
75352,64698,suspension
75369,131269,air bags
75377,178547,engine
75380,151285,electrical system
75413,205280,back over prevention
75415,143834,vehicle speed control
75418,18758,vehicle speed control
75421,221236,steering
75426,10907,fuel/propulsion system
75432,287839,power train
75438,108614,steering
75443,279966,fuel/propulsion system
75447,49105,power train
75464,70649,lane departure
75465,273374,forward collision avoidance
75476,37110,electrical system
75477,101527,power train
75479,150365,engine
75486,237138,back over prevention
75488,150379,engine
75516,80696,seat belts
75522,225626,visibility
75531,238907,exterior lighting
75542,176113,service brakes
75546,88440,electrical system
75554,109577,engine
75558,50379,power train
75565,148634,forward collision avoidance
75574,201932,electrical system
75577,146712,power train
75579,242030,power train
75583,79082,visibility
75590,98979,service brakes
75592,40473,electrical system
75619,119355,wheels
75622,83373,engine
75624,30677,seat belts
75632,92616,fuel system
75656,226666,air bags
75662,100609,steering
75664,280451,visibility/wiper
75665,156857,electrical system
75668,281067,electrical system
75672,246953,power train
75673,140762,power train
75676,297012,steering
75679,98806,engine and engine cooling
75693,215734,seats
75732,82317,service brakes
75733,213157,forward collision avoidance
75741,114519,air bags
75746,277089,engine and engine cooling
75758,25733,electrical system
75765,167220,steering
75766,32612,exterior lighting
75772,171108,vehicle speed control
75779,285798,steering
75783,39945,power train
75800,13587,wheels
75804,179436,engine
75826,123728,latches/locks/linkages
75832,153832,power train
75847,113396,structure
75851,197741,structure
75854,11370,electrical system
75878,50211,electrical system
75891,55211,electrical system
75905,242765,service brakes
75933,32806,structure
75937,41934,steering
75955,281434,tires
75959,293939,electrical system
75963,183193,exterior lighting
75968,269159,structure
75986,140564,engine and engine cooling
75991,132345,visibility/wiper
76000,163411,structure
76009,226318,power train
76010,65287,power train
76017,184209,latches/locks/linkages
76022,127698,seat belts
76031,24897,steering
76046,141737,steering
76048,16493,steering
76053,288978,engine
76075,191998,visibility/wiper
76081,7962,visibility
76094,200112,electrical system
76101,206401,structure
76106,179154,engine and engine cooling
76119,275769,electrical system
76136,119152,engine
76142,96546,electrical system
76151,249576,suspension
76158,161328,electrical system
76165,210095,forward collision avoidance
76174,70425,engine
76183,144656,power train
76197,128674,electrical system
76222,272047,vehicle speed control
76223,176662,service brakes
76241,76994,visibility/wiper
76245,125218,forward collision avoidance
76280,4509,suspension
76282,87325,electrical system
76292,56118,suspension
76293,63989,lane departure
76309,69255,power train
76312,34367,power train
76321,152874,engine
76333,217624,electrical system
76337,292850,fuel system
76340,286100,seats
76343,250341,fuel/propulsion system
76362,268381,steering
76364,294438,steering
76371,155640,engine
76375,24076,power train
76379,213499,engine
76404,132175,air bags
76408,252796,power train
76413,288184,exterior lighting
76419,197008,engine
76423,283220,engine
76438,194202,electrical system
76441,109081,service brakes
76453,1109,structure
76474,164327,steering
76481,8083,engine and engine cooling
76486,149504,air bags
76495,33266,electrical system
76501,57358,exterior lighting
76502,193992,engine
76504,153506,power train
76508,109252,wheels
76509,187711,seats
76513,129636,service brakes
76515,81050,vehicle speed control
76548,122166,electrical system
76555,74760,electrical system
76563,211207,electrical system
76576,223638,structure
76579,143255,electrical system
76590,267190,electrical system
76598,296547,engine
76599,185099,tires
76601,210214,forward collision avoidance
76605,244937,steering
76609,183322,power train
76620,54211,steering
76642,99578,electrical system
76648,208307,engine
76651,197034,power train
76654,176853,exterior lighting
76663,34156,engine and engine cooling
76664,271352,electrical system
76706,280579,visibility
76707,269616,electrical system
76713,83022,steering
76715,94731,engine and engine cooling
76731,140805,steering
76733,179300,air bags
76735,205892,engine
76737,253240,power train
76741,261461,vehicle speed control
76744,232945,power train
76751,52030,fuel/propulsion system
76752,113609,visibility/wiper
76754,267889,electrical system
76756,99523,steering
76777,294854,engine
76778,79330,electrical system
76779,266630,back over prevention
76785,288597,power train
76786,253212,power train
76787,24449,exterior lighting
76791,251770,power train
76804,110914,engine
76820,96993,electrical system
76827,155226,electrical system
76845,98950,fuel/propulsion system
76847,131251,power train
76855,84207,fuel system
76857,142119,electrical system
76859,257453,seat belts
76864,75288,power train
76871,198418,electrical system
76898,93659,air bags
76900,172418,service brakes
76901,174976,fuel/propulsion system
76909,286735,fuel/propulsion system
76912,158443,fuel/propulsion system
76949,186299,forward collision avoidance
76958,299249,service brakes
76966,129412,engine
76967,24947,electrical system
76989,158098,engine
77005,21950,engine
77007,8916,exterior lighting
77023,116718,power train
77035,169094,power train
77039,239039,steering
77082,240523,service brakes
77109,105856,power train
77118,73981,electrical system
77129,163308,engine and engine cooling
77130,270785,electrical system
77134,136115,seat belts
77136,68130,power train
77137,139296,engine
77139,104739,electrical system
77140,88523,engine and engine cooling
77146,99245,air bags
77149,263698,forward collision avoidance
77151,103911,power train
77153,278633,electrical system
77164,48197,electrical system
77165,2960,fuel system
77167,179051,seat belts
77168,155774,power train
77176,220544,service brakes
77178,157193,engine
77180,297827,exterior lighting
77181,70592,vehicle speed control
77183,61713,steering
77190,19182,engine
77193,35379,power train
77203,191453,electrical system
77204,137338,electrical system
77217,188654,visibility/wiper
77225,263439,engine and engine cooling
77232,189708,steering
77233,254300,power train
77235,253286,power train
77246,111166,electrical system
77249,163675,electrical system
77254,115258,engine
77259,261724,service brakes
77260,189457,fuel/propulsion system
77261,29536,air bags
77263,198250,electrical system
77273,242952,tires
77274,169686,electrical system
77292,288005,suspension
77308,84514,electrical system
77337,90478,engine and engine cooling
77340,219964,steering
77343,23074,power train
77347,14529,service brakes
77348,59093,exterior lighting
77351,128601,power train
77354,278896,electrical system
77355,118506,tires
77363,53134,latches/locks/linkages
77368,299155,electrical system
77369,17560,electrical system
77370,107891,engine and engine cooling
77372,284515,steering
77385,133795,electrical system
77395,17412,power train
77403,165115,back over prevention
77404,289263,structure
77405,236379,fuel system
77409,270815,fuel/propulsion system
77411,53843,fuel/propulsion system
77463,99896,steering
77465,33867,steering
77466,73316,electrical system
77467,223893,service brakes
77468,93928,power train
77471,61035,back over prevention
77474,289507,engine
77483,77102,back over prevention
77487,176085,service brakes
77509,228033,electrical system
77514,159192,engine
77540,276633,power train
77546,180497,air bags
77548,119882,service brakes
77549,55581,air bags
77564,248,electrical system
77566,258742,power train
77570,226911,power train
77572,79530,engine
77577,297710,electrical system
77591,70063,power train
77595,293193,steering
77606,262368,visibility/wiper
77609,107776,electrical system
77615,59115,engine
77616,218170,air bags
77624,286772,engine
77626,216102,structure
77627,94043,engine
77629,6033,service brakes
77630,18942,steering
77631,205966,power train
77636,69605,electrical system
77658,63182,power train
77661,44308,power train
77675,158603,steering
77676,173523,electrical system
77680,84919,fuel system
77686,149340,electrical system
77694,189007,tires
77709,62944,power train
77717,63683,service brakes
77718,243542,power train
77720,69514,steering
77725,186805,power train
77741,258918,service brakes
77757,170044,vehicle speed control
77758,243010,power train
77763,229235,air bags
77765,220674,power train
77766,142573,structure
77767,44354,steering
77770,295217,steering
77788,63250,wheels
77806,270192,power train
77808,179623,steering
77821,60474,exterior lighting
77836,266048,service brakes
77838,175161,engine
77840,197790,power train
77855,295368,air bags
77856,176170,suspension
77860,137067,engine
77886,194425,power train
77891,140322,service brakes
77900,191498,steering
77924,176112,vehicle speed control
77941,162026,power train
77942,81129,visibility/wiper
77945,196115,suspension
77950,43586,power train
77955,66587,electrical system
77961,258501,steering
77973,298895,structure
77982,176939,service brakes
78006,39233,electrical system
78007,55685,fuel system
78014,14040,steering
78018,238665,electrical system
78027,117080,electrical system
78035,90119,electrical system
78039,297835,visibility/wiper
78052,219532,visibility/wiper
78063,116776,electrical system
78066,86791,steering
78068,233895,air bags
78069,10573,air bags
78081,219807,visibility/wiper
78095,160114,air bags
78101,252443,air bags
78107,285173,forward collision avoidance
78111,25727,steering
78137,224671,power train
78140,244273,visibility/wiper
78146,138465,engine
78147,203218,electrical system
78150,224169,suspension
78156,280976,engine
78173,283174,service brakes
78177,244839,power train
78190,96028,steering
78200,136844,service brakes
78215,90376,exterior lighting
78218,142085,power train
78251,157960,power train
78253,81111,electrical system
78270,174005,engine
78277,116009,power train
78285,177862,fuel system
78290,257607,air bags
78293,106403,power train
78318,126072,electrical system
78329,192052,power train
78343,172953,visibility/wiper
78355,192644,electrical system
78361,293610,power train
78371,48728,lane departure
78383,272772,exterior lighting
78391,215158,service brakes
78398,166026,engine and engine cooling
78401,148177,electrical system
78404,57019,forward collision avoidance
78408,120988,air bags
78412,25470,service brakes
78434,231908,forward collision avoidance
78439,163497,tires
78447,62000,service brakes
78451,55077,power train
78456,104014,electrical system
78458,266802,forward collision avoidance
78464,229954,engine
78472,289040,power train
78474,158905,seats
78477,97309,visibility/wiper
78480,41637,engine and engine cooling
78490,297596,air bags
78511,181690,visibility
78525,278632,electrical system
78532,106442,electrical system
78537,262044,power train
78546,15807,electrical system
78548,154841,power train
78554,213958,electrical system
78555,146451,steering
78556,26140,steering
78563,284126,structure
78564,214462,service brakes
78569,52847,electrical system
78579,266788,service brakes
78585,85024,air bags
78589,219201,visibility
78599,261145,electrical system
78612,30029,electrical system
78619,246218,forward collision avoidance
78628,269000,engine
78631,214845,visibility/wiper
78633,71524,seats
78649,163876,engine
78652,142095,steering
78659,136088,engine
78663,206927,power train
78666,276923,fuel system
78668,96966,power train
78673,52147,wheels
78678,160328,structure
78687,116042,structure
78693,282664,air bags
78704,73931,engine
78709,229273,electrical system
78717,120218,suspension
78719,76830,latches/locks/linkages
78727,231342,engine and engine cooling
78750,48597,seats
78753,177277,engine
78759,96297,engine and engine cooling
78767,174696,electrical system
78772,188655,engine
78788,53083,electrical system
78792,182932,power train
78813,97539,engine and engine cooling
78814,299562,electrical system
78820,212527,power train
78824,131804,fuel/propulsion system
78831,209425,vehicle speed control
78833,265993,electrical system
78834,204004,service brakes
78836,204248,electrical system
78843,70389,electrical system
78859,29018,electrical system
78873,252348,latches/locks/linkages
78874,13550,visibility
78905,284337,steering
78909,203078,engine
78913,17695,steering
78923,201482,power train
78925,175580,power train
78928,64878,power train
78949,77372,electrical system
78958,45686,power train
78965,228564,engine
78968,143033,suspension
